Date,Item,Quantity,Unit Price,Total Price,Payment Method,Customer Type,Loyalty Member,Order Type,Tip Amount,Discount Applied,Discount Amount,Barista Name,Prep Time (min),Category,Sub-Category,Weather,Event Day,Gift Card Used,Mobile App Order,Month
1/05/2025,Flat White,1,4.25,4.42,Credit Card,Regular,No,Dine-In,1.52,Yes,1.35,Sam,7,Drink,Hot Drink,Rainy,No,Yes,Yes,2025-05
1/05/2025,Latte,3,4.5,15.31,Cash,New,Yes,Delivery,1.81,No,0,Alex,3,Drink,Hot Drink,Cloudy,No,Yes,No,2025-05
1/05/2025,Croissant,2,3,6.34,Credit Card,Regular,Yes,Dine-In,1.78,Yes,1.44,Jamie,6,Food,Pastry,Rainy,No,Yes,No,2025-05
1/05/2025,Muffin,1,2.75,3.13,Credit Card,Regular,Yes,Dine-In,1.27,Yes,0.89,Jamie,4,Food,Pastry,Sunny,No,Yes,Yes,2025-05
1/05/2025,Muffin,1,2.75,2.71,Cash,Regular,No,Takeaway,1.74,Yes,1.78,Jamie,7,Food,Pastry,Sunny,No,Yes,Yes,2025-05
1/05/2025,Mocha,3,4.75,14.25,Credit Card,New,No,Takeaway,1.56,Yes,1.56,Sam,4,Drink,Hot Drink,Rainy,Yes,Yes,Yes,2025-05
1/05/2025,Latte,2,4.5,9.14,Mobile Pay,Regular,No,Takeaway,0.14,No,0,Jamie,2,Drink,Hot Drink,Cloudy,Yes,No,No,2025-05
1/05/2025,Mocha,2,4.75,9.31,Cash,New,Yes,Delivery,1.02,Yes,1.21,Alex,2,Drink,Hot Drink,Cloudy,No,Yes,No,2025-05
1/05/2025,Mocha,1,4.75,5.45,Mobile Pay,Regular,Yes,Dine-In,1.94,Yes,1.24,Jamie,2,Drink,Hot Drink,Sunny,No,Yes,Yes,2025-05
1/05/2025,Mocha,1,4.75,4.82,Credit Card,Regular,Yes,Takeaway,0.64,Yes,0.57,Alex,5,Drink,Hot Drink,Cloudy,No,No,Yes,2025-05
1/05/2025,Latte,3,4.5,14.6,Mobile Pay,New,Yes,Delivery,1.1,No,0,Jamie,2,Drink,Hot Drink,Rainy,No,No,Yes,2025-05
1/05/2025,Cold Brew,1,5,6.47,Cash,New,Yes,Dine-In,1.47,No,0,Jamie,3,Drink,Cold Drink,Cloudy,No,Yes,Yes,2025-05
1/05/2025,Flat White,2,4.25,9.75,Credit Card,Regular,Yes,Dine-In,1.25,No,0,Sam,7,Drink,Hot Drink,Rainy,Yes,Yes,Yes,2025-05
1/05/2025,Iced Latte,3,5,16.05,Mobile Pay,New,Yes,Takeaway,1.05,No,0,Sam,2,Drink,Cold Drink,Rainy,No,No,No,2025-05
1/05/2025,Bagel,3,2.5,8.83,Credit Card,Regular,No,Takeaway,1.33,No,0,Alex,2,Food,Sandwich,Sunny,Yes,No,Yes,2025-05
1/05/2025,Cappuccino,3,4.25,14.26,Cash,Regular,Yes,Dine-In,1.51,No,0,Alex,2,Drink,Hot Drink,Rainy,No,No,No,2025-05
1/05/2025,Flat White,1,4.25,6.21,Credit Card,New,No,Delivery,1.96,No,0,Alex,6,Drink,Hot Drink,Rainy,No,Yes,No,2025-05
1/05/2025,Latte,1,4.5,5.67,Credit Card,New,No,Dine-In,1.17,No,0,Sam,7,Drink,Hot Drink,Rainy,Yes,Yes,No,2025-05
1/05/2025,Iced Latte,3,5,15.02,Mobile Pay,Regular,No,Dine-In,0.02,No,0,Jamie,6,Drink,Cold Drink,Cloudy,No,Yes,No,2025-05
1/05/2025,Mocha,1,4.75,6.08,Cash,Regular,Yes,Takeaway,1.33,No,0,Jamie,2,Drink,Hot Drink,Rainy,No,Yes,No,2025-05
1/05/2025,Cold Brew,1,5,6.8,Mobile Pay,New,Yes,Takeaway,1.8,No,0,Sam,2,Drink,Cold Drink,Cloudy,No,No,Yes,2025-05
1/05/2025,Bagel,3,2.5,8.4,Cash,Regular,No,Delivery,0.9,No,0,Alex,5,Food,Sandwich,Rainy,No,No,Yes,2025-05
1/05/2025,Iced Latte,3,5,16.95,Credit Card,New,Yes,Delivery,1.95,No,0,Sam,5,Drink,Cold Drink,Rainy,No,Yes,Yes,2025-05
1/05/2025,Chai Latte,3,4.75,15.14,Credit Card,New,Yes,Takeaway,0.89,No,0,Sam,6,Drink,Hot Drink,Cloudy,No,No,No,2025-05
1/05/2025,Muffin,2,2.75,5.58,Mobile Pay,Regular,No,Takeaway,0.96,Yes,0.88,Jamie,7,Food,Pastry,Rainy,No,No,No,2025-05
1/05/2025,Espresso,3,3,9.36,Mobile Pay,New,No,Delivery,0.36,No,0,Jamie,3,Drink,Hot Drink,Rainy,No,No,No,2025-05
1/05/2025,Mocha,1,4.75,5.92,Credit Card,Regular,No,Takeaway,1.77,Yes,0.6,Jamie,2,Drink,Hot Drink,Rainy,No,No,Yes,2025-05
1/05/2025,Chai Latte,3,4.75,14,Cash,Regular,No,Dine-In,1.35,Yes,1.6,Alex,3,Drink,Hot Drink,Cloudy,Yes,No,No,2025-05
1/05/2025,Americano,2,3.5,7.24,Credit Card,New,Yes,Dine-In,0.24,No,0,Alex,2,Drink,Hot Drink,Cloudy,Yes,Yes,No,2025-05
1/05/2025,Bagel,2,2.5,6.77,Credit Card,New,No,Dine-In,1.77,No,0,Jamie,5,Food,Sandwich,Rainy,No,No,Yes,2025-05
1/05/2025,Muffin,2,2.75,6.88,Mobile Pay,New,No,Dine-In,1.38,No,0,Sam,4,Food,Pastry,Cloudy,No,No,Yes,2025-05
1/05/2025,Americano,3,3.5,10.74,Credit Card,Regular,No,Takeaway,0.76,Yes,0.52,Alex,6,Drink,Hot Drink,Sunny,No,No,No,2025-05
1/05/2025,Espresso,1,3,3.19,Cash,New,Yes,Takeaway,1.27,Yes,1.08,Sam,4,Drink,Hot Drink,Cloudy,No,No,No,2025-05
1/05/2025,Cappuccino,3,4.25,14.75,Cash,New,Yes,Delivery,2,No,0,Jamie,7,Drink,Hot Drink,Sunny,No,Yes,No,2025-05
2/05/2025,Latte,3,4.5,15.26,Credit Card,Regular,No,Dine-In,1.76,No,0,Jamie,2,Drink,Hot Drink,Sunny,No,No,No,2025-05
2/05/2025,Latte,2,4.5,8.08,Cash,Regular,Yes,Delivery,0.37,Yes,1.29,Alex,2,Drink,Hot Drink,Sunny,No,No,No,2025-05
2/05/2025,Muffin,2,2.75,5.46,Cash,New,Yes,Takeaway,1.1,Yes,1.14,Sam,4,Food,Pastry,Cloudy,No,No,Yes,2025-05
2/05/2025,Bagel,1,2.5,2.8,Mobile Pay,Regular,No,Dine-In,1.83,Yes,1.53,Sam,2,Food,Sandwich,Rainy,No,No,No,2025-05
2/05/2025,Muffin,3,2.75,7.77,Cash,Regular,No,Takeaway,0.29,Yes,0.77,Alex,3,Food,Pastry,Rainy,Yes,No,Yes,2025-05
2/05/2025,Latte,1,4.5,3.87,Credit Card,New,Yes,Delivery,1.2,Yes,1.83,Alex,5,Drink,Hot Drink,Sunny,No,No,No,2025-05
2/05/2025,Muffin,2,2.75,7.08,Mobile Pay,Regular,Yes,Delivery,1.58,No,0,Jamie,3,Food,Pastry,Rainy,No,Yes,No,2025-05
2/05/2025,Bagel,3,2.5,7.71,Credit Card,Regular,Yes,Delivery,1.67,Yes,1.46,Jamie,6,Food,Sandwich,Rainy,Yes,No,No,2025-05
2/05/2025,Cold Brew,1,5,6.13,Credit Card,New,No,Dine-In,1.92,Yes,0.79,Jamie,6,Drink,Cold Drink,Rainy,No,No,Yes,2025-05
2/05/2025,Flat White,1,4.25,5.53,Cash,Regular,No,Takeaway,1.28,No,0,Jamie,6,Drink,Hot Drink,Rainy,No,Yes,No,2025-05
2/05/2025,Cappuccino,2,4.25,7.87,Cash,Regular,Yes,Takeaway,1.13,Yes,1.76,Jamie,2,Drink,Hot Drink,Rainy,No,No,Yes,2025-05
2/05/2025,Iced Latte,2,5,9.39,Mobile Pay,Regular,No,Dine-In,0.18,Yes,0.79,Alex,3,Drink,Cold Drink,Rainy,No,Yes,Yes,2025-05
2/05/2025,Espresso,2,3,4.6,Cash,Regular,Yes,Dine-In,0.57,Yes,1.97,Jamie,3,Drink,Hot Drink,Rainy,No,No,Yes,2025-05
2/05/2025,Americano,1,3.5,4.56,Credit Card,Regular,Yes,Takeaway,1.06,No,0,Alex,3,Drink,Hot Drink,Sunny,No,Yes,Yes,2025-05
2/05/2025,Chai Latte,3,4.75,15.15,Mobile Pay,Regular,Yes,Takeaway,0.9,No,0,Jamie,3,Drink,Hot Drink,Rainy,No,Yes,No,2025-05
2/05/2025,Flat White,3,4.25,12.38,Mobile Pay,New,Yes,Delivery,0.88,Yes,1.25,Alex,5,Drink,Hot Drink,Rainy,No,No,No,2025-05
2/05/2025,Latte,2,4.5,9.13,Mobile Pay,New,Yes,Takeaway,0.13,No,0,Sam,7,Drink,Hot Drink,Rainy,Yes,No,No,2025-05
2/05/2025,Flat White,2,4.25,8.78,Cash,Regular,Yes,Delivery,0.28,No,0,Alex,4,Drink,Hot Drink,Rainy,No,Yes,Yes,2025-05
2/05/2025,Chai Latte,1,4.75,3.5,Mobile Pay,New,Yes,Dine-In,0.4,Yes,1.65,Alex,2,Drink,Hot Drink,Rainy,No,Yes,No,2025-05
2/05/2025,Americano,1,3.5,3.34,Credit Card,New,Yes,Delivery,1.61,Yes,1.77,Jamie,7,Drink,Hot Drink,Rainy,No,No,Yes,2025-05
3/05/2025,Chai Latte,1,4.75,4.4,Cash,New,No,Delivery,0.84,Yes,1.19,Sam,5,Drink,Hot Drink,Rainy,No,No,Yes,2025-05
3/05/2025,Americano,3,3.5,12.47,Mobile Pay,New,Yes,Delivery,1.97,No,0,Jamie,7,Drink,Hot Drink,Rainy,No,No,No,2025-05
3/05/2025,Muffin,3,2.75,7.55,Credit Card,New,Yes,Takeaway,0.23,Yes,0.93,Jamie,7,Food,Pastry,Rainy,No,No,Yes,2025-05
3/05/2025,Mocha,2,4.75,9.32,Credit Card,New,No,Delivery,1.02,Yes,1.2,Jamie,3,Drink,Hot Drink,Rainy,No,Yes,No,2025-05
3/05/2025,Croissant,1,3,3.86,Mobile Pay,Regular,No,Delivery,0.86,No,0,Sam,5,Food,Pastry,Rainy,No,No,Yes,2025-05
3/05/2025,Cold Brew,1,5,5.19,Mobile Pay,New,No,Delivery,1.83,Yes,1.64,Jamie,6,Drink,Cold Drink,Rainy,No,Yes,No,2025-05
3/05/2025,Iced Latte,1,5,6.4,Cash,Regular,No,Dine-In,1.4,No,0,Sam,7,Drink,Cold Drink,Sunny,No,No,No,2025-05
3/05/2025,Latte,1,4.5,4.61,Mobile Pay,Regular,No,Dine-In,0.11,No,0,Sam,6,Drink,Hot Drink,Rainy,No,No,No,2025-05
3/05/2025,Latte,1,4.5,3.48,Credit Card,New,No,Takeaway,0.28,Yes,1.3,Jamie,7,Drink,Hot Drink,Sunny,Yes,No,No,2025-05
3/05/2025,Croissant,2,3,7.01,Credit Card,New,Yes,Takeaway,1.01,No,0,Alex,7,Food,Pastry,Rainy,No,Yes,Yes,2025-05
3/05/2025,Cappuccino,3,4.25,13.33,Cash,Regular,No,Dine-In,0.58,No,0,Alex,6,Drink,Hot Drink,Rainy,No,No,Yes,2025-05
3/05/2025,Espresso,3,3,7.91,Cash,New,No,Takeaway,0.26,Yes,1.35,Sam,5,Drink,Hot Drink,Rainy,No,Yes,No,2025-05
3/05/2025,Cappuccino,2,4.25,7.4,Mobile Pay,New,No,Delivery,0.82,Yes,1.92,Alex,6,Drink,Hot Drink,Rainy,No,Yes,Yes,2025-05
3/05/2025,Bagel,3,2.5,9.22,Cash,Regular,Yes,Takeaway,1.72,No,0,Alex,3,Food,Sandwich,Sunny,No,No,No,2025-05
3/05/2025,Muffin,3,2.75,9.15,Cash,Regular,No,Delivery,0.9,No,0,Alex,4,Food,Pastry,Cloudy,No,Yes,No,2025-05
3/05/2025,Espresso,1,3,2.88,Mobile Pay,Regular,Yes,Dine-In,1.56,Yes,1.68,Alex,5,Drink,Hot Drink,Cloudy,No,Yes,Yes,2025-05
3/05/2025,Iced Latte,3,5,15.82,Mobile Pay,New,Yes,Delivery,0.82,No,0,Jamie,5,Drink,Cold Drink,Cloudy,No,No,No,2025-05
3/05/2025,Latte,2,4.5,9.34,Mobile Pay,New,No,Takeaway,0.34,No,0,Sam,5,Drink,Hot Drink,Rainy,No,No,Yes,2025-05
3/05/2025,Flat White,1,4.25,3.99,Cash,Regular,No,Delivery,0.47,Yes,0.73,Sam,3,Drink,Hot Drink,Rainy,No,No,No,2025-05
3/05/2025,Latte,2,4.5,9.72,Cash,Regular,No,Takeaway,0.72,No,0,Alex,5,Drink,Hot Drink,Sunny,No,No,Yes,2025-05
3/05/2025,Chai Latte,2,4.75,10.21,Credit Card,New,Yes,Dine-In,0.71,No,0,Alex,3,Drink,Hot Drink,Rainy,No,No,Yes,2025-05
3/05/2025,Latte,2,4.5,10.77,Cash,Regular,Yes,Delivery,1.77,No,0,Sam,5,Drink,Hot Drink,Cloudy,Yes,Yes,Yes,2025-05
3/05/2025,Muffin,3,2.75,9.77,Credit Card,New,No,Delivery,1.52,No,0,Sam,3,Food,Pastry,Rainy,No,Yes,No,2025-05
3/05/2025,Espresso,3,3,9.86,Cash,New,Yes,Dine-In,1.76,Yes,0.9,Alex,7,Drink,Hot Drink,Rainy,No,Yes,Yes,2025-05
3/05/2025,Iced Latte,2,5,11.11,Cash,New,Yes,Takeaway,1.11,No,0,Sam,5,Drink,Cold Drink,Rainy,No,Yes,No,2025-05
3/05/2025,Americano,2,3.5,8.76,Mobile Pay,New,No,Takeaway,1.76,No,0,Alex,7,Drink,Hot Drink,Sunny,No,No,No,2025-05
3/05/2025,Mocha,2,4.75,9.51,Mobile Pay,New,Yes,Delivery,1.74,Yes,1.73,Alex,4,Drink,Hot Drink,Cloudy,No,Yes,No,2025-05
3/05/2025,Croissant,1,3,2.66,Cash,Regular,No,Takeaway,0.23,Yes,0.57,Alex,7,Food,Pastry,Rainy,No,No,No,2025-05
3/05/2025,Chai Latte,2,4.75,11.26,Cash,New,No,Takeaway,1.76,No,0,Sam,5,Drink,Hot Drink,Sunny,No,Yes,No,2025-05
3/05/2025,Americano,1,3.5,3.79,Mobile Pay,Regular,No,Delivery,1.72,Yes,1.43,Sam,2,Drink,Hot Drink,Cloudy,No,Yes,Yes,2025-05
3/05/2025,Chai Latte,2,4.75,8.87,Credit Card,New,Yes,Delivery,0.82,Yes,1.45,Alex,3,Drink,Hot Drink,Rainy,No,No,Yes,2025-05
3/05/2025,Espresso,3,3,7.47,Credit Card,New,Yes,Dine-In,0.05,Yes,1.58,Alex,3,Drink,Hot Drink,Rainy,No,Yes,No,2025-05
3/05/2025,Croissant,3,3,10.49,Cash,New,No,Takeaway,1.49,No,0,Jamie,2,Food,Pastry,Rainy,No,Yes,Yes,2025-05
3/05/2025,Americano,1,3.5,4.91,Cash,Regular,Yes,Takeaway,1.41,No,0,Alex,6,Drink,Hot Drink,Cloudy,No,Yes,No,2025-05
3/05/2025,Muffin,3,2.75,9.95,Credit Card,Regular,Yes,Delivery,1.7,No,0,Jamie,3,Food,Pastry,Sunny,No,Yes,Yes,2025-05
3/05/2025,Chai Latte,1,4.75,4.46,Mobile Pay,New,Yes,Delivery,0.83,Yes,1.12,Jamie,3,Drink,Hot Drink,Cloudy,No,No,Yes,2025-05
4/05/2025,Muffin,1,2.75,3.61,Credit Card,Regular,Yes,Takeaway,0.86,No,0,Jamie,4,Food,Pastry,Rainy,Yes,No,No,2025-05
4/05/2025,Espresso,3,3,8.99,Cash,New,No,Takeaway,1.7,Yes,1.71,Alex,6,Drink,Hot Drink,Sunny,No,Yes,No,2025-05
4/05/2025,Cappuccino,2,4.25,9.03,Credit Card,New,Yes,Dine-In,1.87,Yes,1.34,Jamie,7,Drink,Hot Drink,Sunny,Yes,No,Yes,2025-05
4/05/2025,Cappuccino,2,4.25,8.43,Cash,Regular,No,Dine-In,0.7,Yes,0.77,Sam,5,Drink,Hot Drink,Sunny,No,Yes,Yes,2025-05
4/05/2025,Flat White,2,4.25,10.43,Credit Card,Regular,Yes,Dine-In,1.93,No,0,Sam,5,Drink,Hot Drink,Rainy,No,Yes,No,2025-05
4/05/2025,Americano,3,3.5,11.51,Mobile Pay,New,No,Takeaway,1.01,No,0,Alex,2,Drink,Hot Drink,Sunny,Yes,No,Yes,2025-05
4/05/2025,Americano,2,3.5,8.15,Credit Card,Regular,Yes,Dine-In,1.15,No,0,Sam,6,Drink,Hot Drink,Sunny,No,Yes,Yes,2025-05
4/05/2025,Flat White,3,4.25,14.05,Credit Card,Regular,No,Dine-In,1.3,No,0,Sam,5,Drink,Hot Drink,Sunny,No,No,No,2025-05
4/05/2025,Cold Brew,2,5,9.22,Cash,New,No,Delivery,0.06,Yes,0.84,Alex,2,Drink,Cold Drink,Rainy,Yes,No,No,2025-05
4/05/2025,Mocha,1,4.75,6,Cash,Regular,Yes,Delivery,1.25,No,0,Sam,2,Drink,Hot Drink,Rainy,No,Yes,Yes,2025-05
4/05/2025,Cappuccino,3,4.25,13.25,Mobile Pay,Regular,No,Delivery,0.5,No,0,Jamie,6,Drink,Hot Drink,Cloudy,No,No,No,2025-05
4/05/2025,Mocha,1,4.75,5.39,Credit Card,New,Yes,Dine-In,1.15,Yes,0.51,Alex,2,Drink,Hot Drink,Sunny,No,No,Yes,2025-05
4/05/2025,Muffin,1,2.75,1.78,Cash,Regular,No,Takeaway,0.56,Yes,1.53,Alex,5,Food,Pastry,Cloudy,No,No,Yes,2025-05
4/05/2025,Latte,1,4.5,2.68,Mobile Pay,New,Yes,Dine-In,0.18,Yes,2,Sam,2,Drink,Hot Drink,Rainy,No,Yes,Yes,2025-05
4/05/2025,Croissant,1,3,2.62,Credit Card,Regular,No,Dine-In,0.69,Yes,1.07,Jamie,2,Food,Pastry,Sunny,No,No,Yes,2025-05
4/05/2025,Americano,2,3.5,8.22,Mobile Pay,New,Yes,Delivery,1.84,Yes,0.62,Sam,7,Drink,Hot Drink,Sunny,Yes,No,Yes,2025-05
4/05/2025,Chai Latte,3,4.75,14.71,Mobile Pay,New,Yes,Dine-In,0.46,No,0,Jamie,6,Drink,Hot Drink,Cloudy,Yes,No,Yes,2025-05
4/05/2025,Cappuccino,1,4.25,3.52,Credit Card,New,Yes,Dine-In,0.76,Yes,1.49,Alex,4,Drink,Hot Drink,Cloudy,No,Yes,No,2025-05
4/05/2025,Espresso,2,3,6.62,Mobile Pay,New,Yes,Dine-In,0.62,No,0,Alex,4,Drink,Hot Drink,Rainy,No,No,No,2025-05
4/05/2025,Americano,1,3.5,3.74,Cash,Regular,No,Dine-In,1.74,Yes,1.5,Jamie,3,Drink,Hot Drink,Rainy,Yes,Yes,Yes,2025-05
4/05/2025,Cappuccino,2,4.25,8.23,Mobile Pay,Regular,No,Dine-In,0.5,Yes,0.77,Alex,3,Drink,Hot Drink,Sunny,No,No,No,2025-05
4/05/2025,Flat White,1,4.25,3.46,Mobile Pay,Regular,No,Dine-In,0.31,Yes,1.1,Jamie,3,Drink,Hot Drink,Rainy,Yes,Yes,No,2025-05
4/05/2025,Americano,3,3.5,12.3,Credit Card,New,Yes,Delivery,1.8,No,0,Jamie,4,Drink,Hot Drink,Rainy,No,No,No,2025-05
4/05/2025,Bagel,3,2.5,7.09,Mobile Pay,Regular,Yes,Takeaway,0.42,Yes,0.83,Sam,6,Food,Sandwich,Rainy,Yes,No,No,2025-05
4/05/2025,Mocha,3,4.75,12.8,Mobile Pay,Regular,Yes,Dine-In,0.3,Yes,1.75,Alex,6,Drink,Hot Drink,Sunny,No,Yes,Yes,2025-05
4/05/2025,Cappuccino,1,4.25,3.61,Cash,New,No,Takeaway,0.1,Yes,0.74,Sam,3,Drink,Hot Drink,Cloudy,No,No,No,2025-05
4/05/2025,Bagel,2,2.5,6.19,Mobile Pay,New,Yes,Dine-In,1.19,No,0,Alex,4,Food,Sandwich,Cloudy,No,No,No,2025-05
4/05/2025,Latte,3,4.5,14.47,Cash,New,No,Dine-In,1.76,Yes,0.79,Jamie,2,Drink,Hot Drink,Rainy,No,No,Yes,2025-05
4/05/2025,Flat White,2,4.25,8.69,Credit Card,Regular,No,Dine-In,1.06,Yes,0.87,Alex,7,Drink,Hot Drink,Cloudy,No,Yes,Yes,2025-05
4/05/2025,Espresso,2,3,4.97,Cash,Regular,No,Takeaway,0.15,Yes,1.18,Sam,4,Drink,Hot Drink,Cloudy,No,Yes,Yes,2025-05
4/05/2025,Chai Latte,3,4.75,14.26,Cash,Regular,Yes,Takeaway,0.01,No,0,Jamie,4,Drink,Hot Drink,Sunny,No,No,Yes,2025-05
4/05/2025,Latte,2,4.5,10.77,Cash,New,No,Takeaway,1.77,No,0,Alex,6,Drink,Hot Drink,Cloudy,No,Yes,Yes,2025-05
4/05/2025,Muffin,1,2.75,4.54,Mobile Pay,Regular,Yes,Takeaway,1.79,No,0,Alex,3,Food,Pastry,Rainy,No,Yes,No,2025-05
4/05/2025,Mocha,1,4.75,6.16,Cash,New,No,Delivery,1.41,No,0,Alex,6,Drink,Hot Drink,Rainy,No,Yes,No,2025-05
4/05/2025,Mocha,3,4.75,13.75,Mobile Pay,New,Yes,Delivery,1.39,Yes,1.89,Jamie,7,Drink,Hot Drink,Rainy,Yes,Yes,Yes,2025-05
4/05/2025,Iced Latte,2,5,11.9,Credit Card,Regular,Yes,Delivery,1.9,No,0,Sam,6,Drink,Cold Drink,Sunny,No,Yes,No,2025-05
4/05/2025,Cold Brew,2,5,10.12,Cash,New,No,Takeaway,1.04,Yes,0.92,Sam,6,Drink,Cold Drink,Rainy,Yes,Yes,No,2025-05
4/05/2025,Espresso,1,3,2.57,Cash,New,No,Delivery,1.28,Yes,1.71,Alex,5,Drink,Hot Drink,Rainy,No,Yes,No,2025-05
4/05/2025,Cold Brew,1,5,5.24,Credit Card,New,Yes,Takeaway,0.24,No,0,Sam,4,Drink,Cold Drink,Rainy,No,No,No,2025-05
4/05/2025,Cold Brew,1,5,4.66,Cash,Regular,No,Delivery,0.7,Yes,1.04,Jamie,2,Drink,Cold Drink,Sunny,No,No,Yes,2025-05
4/05/2025,Bagel,1,2.5,3.13,Cash,Regular,No,Delivery,0.63,No,0,Alex,2,Food,Sandwich,Rainy,No,Yes,No,2025-05
4/05/2025,Iced Latte,3,5,15.34,Mobile Pay,Regular,No,Takeaway,1.34,Yes,1,Alex,6,Drink,Cold Drink,Sunny,No,Yes,No,2025-05
4/05/2025,Latte,3,4.5,12.57,Mobile Pay,New,Yes,Dine-In,0.28,Yes,1.21,Jamie,7,Drink,Hot Drink,Sunny,No,No,No,2025-05
4/05/2025,Latte,3,4.5,13.75,Mobile Pay,New,No,Delivery,0.25,No,0,Jamie,6,Drink,Hot Drink,Sunny,No,Yes,Yes,2025-05
4/05/2025,Muffin,1,2.75,1.97,Mobile Pay,Regular,No,Dine-In,0.38,Yes,1.16,Jamie,3,Food,Pastry,Sunny,Yes,No,No,2025-05
4/05/2025,Croissant,3,3,8.19,Credit Card,New,No,Takeaway,0.49,Yes,1.3,Alex,3,Food,Pastry,Cloudy,No,No,Yes,2025-05
4/05/2025,Muffin,1,2.75,1.61,Mobile Pay,Regular,Yes,Dine-In,0.28,Yes,1.42,Jamie,6,Food,Pastry,Sunny,Yes,Yes,Yes,2025-05
4/05/2025,Iced Latte,2,5,9.61,Cash,New,No,Takeaway,1.43,Yes,1.82,Jamie,5,Drink,Cold Drink,Rainy,Yes,Yes,No,2025-05
5/05/2025,Chai Latte,1,4.75,5.45,Cash,Regular,Yes,Delivery,0.7,No,0,Alex,4,Drink,Hot Drink,Rainy,Yes,Yes,Yes,2025-05
5/05/2025,Cappuccino,2,4.25,8.74,Credit Card,New,Yes,Dine-In,0.24,No,0,Alex,5,Drink,Hot Drink,Sunny,No,Yes,Yes,2025-05
5/05/2025,Muffin,3,2.75,8.3,Cash,Regular,Yes,Delivery,0.05,No,0,Alex,7,Food,Pastry,Cloudy,No,No,No,2025-05
5/05/2025,Chai Latte,1,4.75,5.43,Mobile Pay,New,Yes,Delivery,0.68,No,0,Jamie,7,Drink,Hot Drink,Sunny,Yes,No,No,2025-05
5/05/2025,Bagel,1,2.5,3.76,Cash,Regular,Yes,Takeaway,1.26,No,0,Alex,3,Food,Sandwich,Cloudy,Yes,Yes,Yes,2025-05
5/05/2025,Chai Latte,3,4.75,14.2,Cash,New,Yes,Takeaway,0.78,Yes,0.83,Sam,5,Drink,Hot Drink,Sunny,Yes,Yes,No,2025-05
5/05/2025,Iced Latte,2,5,10.19,Mobile Pay,New,No,Delivery,0.19,No,0,Sam,4,Drink,Cold Drink,Sunny,Yes,No,Yes,2025-05
5/05/2025,Chai Latte,2,4.75,11.45,Cash,New,No,Takeaway,1.95,No,0,Jamie,6,Drink,Hot Drink,Cloudy,Yes,No,No,2025-05
5/05/2025,Cappuccino,2,4.25,9.81,Credit Card,Regular,Yes,Dine-In,1.31,No,0,Sam,4,Drink,Hot Drink,Sunny,Yes,Yes,Yes,2025-05
5/05/2025,Muffin,1,2.75,3.55,Credit Card,Regular,No,Takeaway,0.8,No,0,Sam,6,Food,Pastry,Rainy,No,No,Yes,2025-05
5/05/2025,Cappuccino,3,4.25,14.57,Cash,New,Yes,Dine-In,1.82,No,0,Sam,6,Drink,Hot Drink,Sunny,No,No,No,2025-05
5/05/2025,Mocha,2,4.75,9.82,Mobile Pay,New,No,Dine-In,1.81,Yes,1.49,Alex,5,Drink,Hot Drink,Sunny,No,Yes,No,2025-05
5/05/2025,Espresso,2,3,6.82,Mobile Pay,New,Yes,Takeaway,0.82,No,0,Sam,7,Drink,Hot Drink,Cloudy,No,No,No,2025-05
5/05/2025,Chai Latte,2,4.75,8.51,Cash,New,Yes,Takeaway,0.97,Yes,1.96,Sam,4,Drink,Hot Drink,Rainy,Yes,Yes,No,2025-05
5/05/2025,Americano,2,3.5,6.64,Cash,Regular,Yes,Dine-In,0.24,Yes,0.6,Jamie,7,Drink,Hot Drink,Sunny,No,No,Yes,2025-05
5/05/2025,Latte,2,4.5,9.31,Mobile Pay,New,No,Dine-In,0.31,No,0,Alex,3,Drink,Hot Drink,Cloudy,No,No,No,2025-05
5/05/2025,Cold Brew,3,5,14.09,Mobile Pay,Regular,No,Delivery,0.48,Yes,1.39,Jamie,6,Drink,Cold Drink,Sunny,No,Yes,Yes,2025-05
5/05/2025,Muffin,2,2.75,5.96,Cash,Regular,Yes,Dine-In,0.46,No,0,Sam,3,Food,Pastry,Cloudy,Yes,No,Yes,2025-05
5/05/2025,Mocha,1,4.75,5.58,Credit Card,New,No,Dine-In,0.83,No,0,Jamie,3,Drink,Hot Drink,Sunny,No,Yes,Yes,2025-05
5/05/2025,Croissant,1,3,3.34,Mobile Pay,Regular,No,Dine-In,1.33,Yes,0.99,Alex,5,Food,Pastry,Rainy,No,No,No,2025-05
5/05/2025,Mocha,1,4.75,5.35,Mobile Pay,New,No,Delivery,0.6,No,0,Alex,5,Drink,Hot Drink,Rainy,Yes,Yes,Yes,2025-05
5/05/2025,Croissant,3,3,8.91,Credit Card,New,No,Delivery,1.03,Yes,1.12,Sam,7,Food,Pastry,Sunny,Yes,Yes,No,2025-05
5/05/2025,Espresso,1,3,3.49,Credit Card,Regular,Yes,Takeaway,0.49,No,0,Jamie,7,Drink,Hot Drink,Sunny,No,No,Yes,2025-05
5/05/2025,Muffin,1,2.75,1.97,Mobile Pay,Regular,Yes,Dine-In,0.05,Yes,0.83,Alex,7,Food,Pastry,Sunny,No,No,Yes,2025-05
5/05/2025,Cold Brew,1,5,6.37,Mobile Pay,New,Yes,Delivery,1.37,No,0,Alex,4,Drink,Cold Drink,Cloudy,No,Yes,No,2025-05
